ID Cliente;Churn;Genero;Cidadao Idoso; Possui Parceiro(a);Dependentes;Tempo Permanencia;Servico Telefone;Multiplas linhas;Servico Internet;Seguranca Online;Backup Online;Protecao Dispositivo;Suporte Tecnico;Streaming TV;Streaming Filmes;Contrato;Fatura Online;Metodo Pagamento;Gasto Diario;Gasto Mensal;Gasto Total
1226-IENZN;Nao;Masculino;Sim;Nao;Nao;16;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.62;78.75;1218.25
1226-JZNKR;Nao;Feminino;Nao;Sim;Sim;8;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque Eletronico;0.66;19.8;160.05
1226-UDFZR;Sim;Feminino;Nao;Nao;Nao;2;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.65;49.6;114.7
1227-UDMZR;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.04;91.15;6637.9
1228-FZFRV;Sim;Masculino;Nao;Sim;Sim;50;Sim;Sim;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Mensal;Nao;Cartao de credito (automatico);3.53;105.95;5341.8
1228-ZLNBX;Nao;Masculino;Nao;Nao;Nao;21;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;2.51;75.3;1570.7
1229-RCALF;Nao;Feminino;Nao;Sim;Nao;64;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.83;115.0;7396.15
1230-QAJDW;Nao;Masculino;Nao;Nao;Nao;3;Sim;Sim;DSL;Nao;Nao;Nao;Sim;Sim;Nao;Mensal;Sim;Cheque;2.17;65.25;209.9
1231-YNDEK;Nao;Masculino;Nao;Nao;Nao;58;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.64;19.15;1035.5
1236-WFCDV;Sim;Masculino;Sim;Nao;Nao;14;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Nao;Cartao de credito (automatico);3.02;90.45;1266.1
1237-WIYYZ;Nao;Feminino;Nao;Nao;Nao;18;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.65;19.55;389.25
1240-HCBOH;Nao;Feminino;Nao;Nao;Nao;67;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cheque;0.87;26.1;1759.55
1240-KNSEZ;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.67;20.1;20.1
1241-EZFMJ;Nao;Masculino;Nao;Sim;Nao;61;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.85;25.45;1538.6
1241-FPMOF;Nao;Masculino;Nao;Nao;Nao;52;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.65;19.65;1025.05
1245-HARPS;Nao;Feminino;Nao;Sim;Nao;14;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.68;20.4;292.4
1247-QBVSH;Nao;Feminino;Nao;Sim;Sim;43;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.67;50.2;2169.4
1248-DYXUB;Nao;Masculino;Nao;Sim;Sim;52;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.83;24.8;1229.1
1251-KRREG;Sim;Masculino;Nao;Nao;Nao;2;Sim;Sim;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.81;54.4;114.1
1251-STYSZ;Nao;Feminino;Sim;Nao;Nao;4;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.68;80.25;303.7
1254-IZEYF;Sim;Feminino;Sim;Nao;Nao;31;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.33;99.95;3186.65
1257-SXUXQ;Nao;Masculino;Nao;Sim;Sim;5;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.65;19.45;86.05
1258-YMZNM;Nao;Feminino;Sim;Nao;Nao;27;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Transferencia bancaria;3.68;110.5;2857.6
1260-TTRXI;Sim;Masculino;Nao;Nao;Nao;4;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;1.81;54.3;195.3
1261-FWTTE;Nao;Masculino;Sim;Nao;Nao;23;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Transferencia bancaria;1.16;34.65;768.45
1262-OPMFY;Sim;Feminino;Nao;Sim;Nao;9;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.52;75.75;655.9
1264-BYWMS;Sim;Masculino;Nao;Nao;Nao;55;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.23;96.8;5283.95
1264-FUHCX;Nao;Feminino;Nao;Sim;Nao;49;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Sim;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);1.88;56.3;2780.6
1265-BCFEO;Nao;Feminino;Nao;Sim;Nao;71;Sim;Sim;DSL;Nao;Nao;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;2.68;80.45;5662.25
1265-HVPZB;Nao;Masculino;Nao;Sim;Nao;59;Sim;Nao;DSL;Sim;Sim;Sim;Nao;Sim;Nao;Um ano;Nao;Cartao de credito (automatico);2.21;66.4;3958.2
1265-XTECC;Sim;Feminino;Sim;Sim;Nao;68;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Nao;Sim;Um ano;Sim;Cartao de credito (automatico);3.22;96.55;6581.9
1265-ZFOSD;Nao;Feminino;Nao;Sim;Nao;64;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Dois anos;Sim;Cheque;2.71;81.3;5129.3
1266-NZYUI;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;DSL;Sim;Nao;Sim;Sim;Nao;Nao;Dois anos;Nao;Transferencia bancaria;2.23;66.85;4758.8
1268-ASBGA;Sim;Feminino;Sim;Sim;Nao;16;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cartao de credito (automatico);2.84;85.35;1375.15
1269-FOYWN;Nao;Masculino;Nao;Sim;Sim;44;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Transferencia bancaria;0.67;20.0;860.85
1270-XKUCC;Nao;Feminino;Nao;Sim;Sim;30;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.66;19.7;599.25
1271-SJBGZ;Sim;Masculino;Sim;Nao;Nao;12;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Sim;Nao;Sim;Mensal;Sim;Cheque Eletronico;1.45;43.65;526.95
1271-UODNO;Nao;Masculino;Nao;Nao;Nao;39;Sim;Sim;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Dois anos;Sim;Cartao de credito (automatico);1.8;53.85;2200.7
1272-ILHFG;Nao;Masculino;Nao;Sim;Sim;15;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.65;19.65;332.65
1273-MTETI;Sim;Feminino;Sim;Nao;Nao;4;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.96;88.85;372.45
1282-IHQAC;Nao;Masculino;Sim;Nao;Nao;70;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Sim;Cartao de credito (automatico);1.47;44.05;3011.65
1285-OKIPP;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;2.66;79.9;79.9
1291-CUOCY;Nao;Masculino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.69;110.6;7962.2
1293-BSEUN;Nao;Feminino;Nao;Sim;Sim;72;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cheque;0.69;20.7;1482.3
1293-HHSHJ;Nao;Feminino;Nao;Nao;Nao;35;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.7;21.1;741.0
1297-VQDRP;Nao;Masculino;Sim;Sim;Sim;68;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);3.57;107.15;7379.8
1298-PHBTI;Nao;Masculino;Nao;Sim;Sim;71;Sim;Sim;Fibra otica;Nao;Sim;Nao;Sim;Nao;Nao;Dois anos;Sim;Cheque Eletronico;2.83;84.8;6152.4
1299-AURJA;Nao;Feminino;Nao;Sim;Sim;70;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.82;24.7;1685.9
1301-LOPVR;Nao;Masculino;Nao;Sim;Sim;29;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Um ano;Sim;Cartao de credito (automatico);1.84;55.35;1636.95
1302-TPUBN;Nao;Masculino;Nao;Nao;Nao;66;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.64;19.35;1240.8
1302-UHBDD;Nao;Masculino;Sim;Nao;Nao;20;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;3.0;89.95;1648.45
1303-SRDOK;Nao;Feminino;Nao;Sim;Sim;55;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Dois anos;Sim;Cartao de credito (automatico);2.3;69.05;3842.6
1304-BCCFO;Nao;Masculino;Nao;Sim;Nao;9;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque;2.34;70.05;564.4
1304-NECVQ;Sim;Feminino;Sim;Nao;Nao;2;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.62;78.55;149.55
1304-SEGFY;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.26;97.85;6841.3
1306-RPWXZ;Nao;Feminino;Nao;Nao;Sim;49;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.68;20.45;1024.65
1307-ATKGB;Nao;Masculino;Nao;Nao;Nao;24;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.98;89.55;2187.15
1307-TVUFB;Nao;Masculino;Sim;Nao;Nao;42;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.64;79.35;3344.1
1309-BXVOQ;Sim;Masculino;Nao;Sim;Nao;21;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.54;106.1;2249.95
1309-XGFSN;Nao;Masculino;Sim;Sim;Sim;52;Sim;Sim;DSL;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;2.7;80.85;4079.55
1310-QRITU;Nao;Feminino;Nao;Nao;Nao;18;Sim;Sim;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.68;50.3;913.3
1319-YLZJG;Nao;Masculino;Nao;Sim;Nao;12;Sim;Nao;Fibra otica;Sim;Sim;Sim;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.82;84.6;959.9
1320-GVNHT;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.61;108.4;7767.25
1320-HTRDR;Sim;Feminino;Nao;Nao;Nao;3;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.52;75.5;220.6
1320-REHCS;Nao;Masculino;Sim;Nao;Nao;52;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.69;110.75;5832.0
1322-AGOQM;Sim;Masculino;Nao;Nao;Nao;46;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;1.01;30.3;1380.1
1323-OOEPC;Sim;Feminino;Nao;Sim;Nao;53;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.28;98.4;5149.5
1324-NLTJE;Sim;Feminino;Sim;Nao;Nao;15;Sim;Sim;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);1.83;55.0;757.1
1325-USMEC;Nao;Masculino;Nao;Sim;Nao;70;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);3.31;99.35;6944.5
1328-EUZHC;Nao;Feminino;Nao;Sim;Nao;18;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.67;20.1;370.5
1329-VHWNP;Nao;Feminino;Nao;Nao;Nao;7;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;0.84;25.05;189.95
1333-PBMXB;Nao;Feminino;Nao;Sim;Sim;54;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Transferencia bancaria;0.82;24.75;1342.15
1334-FJSVR;Sim;Masculino;Nao;Nao;Nao;1;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;0.81;24.25;24.25
1334-PDUKM;Nao;Feminino;Nao;Sim;Nao;68;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Nao;Nao;Um ano;Nao;Cartao de credito (automatico);2.88;86.45;5762.95
1335-HQMKX;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.38;101.35;7323.15
1335-MXCSE;Nao;Masculino;Nao;Sim;Sim;55;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Nao;Nao;Dois anos;Sim;Cartao de credito (automatico);1.84;55.25;3119.9
1335-NTIUC;Nao;Masculino;Nao;Nao;Nao;9;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;0.83;24.95;190.25
1336-EZFZY;Nao;Feminino;Nao;Nao;Nao;4;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.67;20.05;83.3
1337-BOZWO;Nao;Masculino;Nao;Sim;Sim;18;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Nao;Cartao de credito (automatico);1.55;46.4;812.4
1338-CECEE;Nao;Masculino;Nao;Sim;Sim;41;Sim;Sim;DSL;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Nao;Transferencia bancaria;2.28;68.5;2839.95
1342-JPNKI;Sim;Masculino;Nao;Nao;Nao;10;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Transferencia bancaria;2.87;86.05;834.1
1343-EHPYB;Sim;Masculino;Nao;Sim;Nao;63;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.45;103.4;6603.0
1345-GKDZZ;Nao;Masculino;Nao;Nao;Sim;6;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.65;19.55;128.6
1345-ZUKID;Nao;Masculino;Nao;Nao;Nao;14;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.64;19.35;324.8
1346-PJWTK;Nao;Masculino;Nao;Sim;Nao;61;Sim;Nao;Fibra otica;Nao;Sim;Sim;Sim;Nao;Sim;Mensal;Nao;Cartao de credito (automatico);3.14;94.15;5731.85
1346-UFHAX;Nao;Feminino;Nao;Nao;Nao;13;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.67;80.0;1029.35
1347-KTTTA;Nao;Masculino;Nao;Sim;Nao;64;Sim;Nao;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);3.42;102.45;6654.1
1349-WXNGG;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Transferencia bancaria;0.67;20.05;20.05
1352-HNSAW;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.85;115.6;8220.4
1352-VHKAJ;Nao;Masculino;Nao;Sim;Sim;27;Sim;Sim;DSL;Nao;Nao;Nao;Sim;Sim;Sim;Mensal;Nao;Transferencia bancaria;2.39;71.6;1957.1
1353-GHZOS;Nao;Masculino;Nao;Sim;Nao;22;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Sim;Nao;Um ano;Sim;Transferencia bancaria;1.99;59.75;1374.35
1353-LJWEM;Nao;Masculino;Nao;Nao;Nao;11;Sim;Nao;DSL;Nao;Sim;Sim;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.03;60.9;688.5
1354-YZFNB;Nao;Masculino;Nao;Sim;Sim;4;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.65;19.55;68.8
1355-KUSBG;Nao;Feminino;Nao;Sim;Sim;7;Sim;Sim;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.63;48.8;349.8
1356-MKYSK;Nao;Masculino;Nao;Nao;Nao;6;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Mensal;Nao;Cartao de credito (automatico);2.62;78.65;483.3
1357-BIJKI;Nao;Masculino;Nao;Sim;Nao;50;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.28;98.25;4858.7
1357-MVDOZ;Nao;Masculino;Nao;Sim;Sim;11;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Sim;Transferencia bancaria;1.99;59.65;683.25
1360-JYXKQ;Nao;Feminino;Sim;Sim;Nao;54;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.3;99.1;5437.1
1360-RCYRT;Nao;Masculino;Nao;Sim;Sim;23;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Transferencia bancaria;1.01;30.35;678.75
1360-XFJMR;Nao;Feminino;Nao;Sim;Nao;67;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);3.66;109.7;7344.45
1363-TXLSL;Sim;Masculino;Sim;Sim;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.34;70.3;70.3
1370-GGAWX;Nao;Feminino;Nao;Nao;Nao;46;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Nao;Sim;Um ano;Sim;Cheque Eletronico;3.14;94.15;4408.45
1371-DWPAZ;Nao;Feminino;Nao;Sim;Sim;0;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Nao;Cartao de credito (automatico);1.87;56.05;0.0
1371-OJCEK;Nao;Feminino;Nao;Nao;Nao;48;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Transferencia bancaria;0.81;24.35;1133.7
1371-WEPDS;Nao;Masculino;Sim;Sim;Nao;40;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Um ano;Nao;Cheque Eletronico;1.86;55.8;2283.3
1373-ORVIZ;Sim;Feminino;Nao;Sim;Sim;11;Sim;Sim;DSL;Nao;Nao;Nao;Sim;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.21;66.35;740.8
1374-DMZUI;Sim;Feminino;Sim;Nao;Nao;4;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.14;94.3;424.45
1376-HHBDV;Nao;Feminino;Nao;Nao;Nao;30;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.63;48.8;1536.75
1379-FRVEB;Nao;Masculino;Nao;Nao;Sim;15;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.03;91.0;1430.05
1383-EZRWL;Sim;Feminino;Nao;Nao;Nao;7;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.67;20.05;164.85
1384-RCUXW;Nao;Masculino;Nao;Nao;Nao;16;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;2.68;80.55;1248.9
1385-TQOZW;Nao;Feminino;Nao;Nao;Nao;9;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cartao de credito (automatico);0.68;20.45;147.55
1386-ZIKUV;Nao;Masculino;Nao;Nao;Nao;7;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.63;18.95;130.55
1389-CXMLU;Sim;Masculino;Sim;Nao;Nao;3;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Nao;Cheque Eletronico;3.03;91.05;289.1
1389-WNUIB;Nao;Feminino;Nao;Sim;Sim;20;Sim;Sim;DSL;Sim;Nao;Nao;Nao;Sim;Sim;Um ano;Nao;Transferencia bancaria;2.53;76.0;1588.75
1391-UBDAR;Nao;Masculino;Nao;Nao;Nao;11;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.43;72.9;818.45
1393-IMKZG;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.2;95.85;95.85
1394-SUIUH;Nao;Feminino;Sim;Sim;Nao;44;Sim;Nao;Fibra otica;Sim;Sim;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.84;85.15;3670.5
1395-OFUWC;Nao;Masculino;Nao;Sim;Sim;43;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);0.98;29.3;1224.05
1395-WSWXR;Nao;Masculino;Nao;Nao;Nao;24;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.69;20.75;487.05
1396-QWFBJ;Sim;Feminino;Nao;Sim;Sim;21;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.47;74.05;1565.7
1397-XKKWR;Nao;Masculino;Nao;Nao;Nao;7;Nao;Sem servico de telefone;DSL;Sim;Nao;Sim;Nao;Nao;Nao;Um ano;Nao;Cheque;1.18;35.3;264.8
1399-OUPJN;Nao;Feminino;Nao;Sim;Sim;57;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.66;19.75;1272.05
1399-UBQIU;Nao;Masculino;Nao;Nao;Nao;11;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.31;69.35;712.25
1400-MMYXY;Sim;Masculino;Sim;Sim;Nao;3;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.53;105.9;334.65
1400-WIVLL;Nao;Masculino;Nao;Sim;Nao;57;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Dois anos;Nao;Cheque Eletronico;3.6;107.95;5969.85
1401-FTHFQ;Nao;Masculino;Nao;Sim;Sim;23;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Cartao de credito (automatico);0.67;20.0;445.3
